kill,1430,0.014296986
die,704,0.007044025
water,679,0.006785181
dead,628,0.006282673
woman,536,0.00536486
boat,525,0.00525462
mama,515,0.00514697
land,498,0.004986676
father,487,0.004866416
came,424,0.004242428
island,400,0.004013153
folk,396,0.003974763
beat,395,0.003952139
mile,379,0.003787551
shark,375,0.003745559
friend,372,0.003715069
stone,352,0.003515989
blood,351,0.003508248
ride,342,0.003419274
gold,335,0.003350729
shoot,330,0.00329896
bill,317,0.003170238
war,314,0.003144353
white,307,0.003072054
plea,305,0.003052553
shot,294,0.002937146
road,293,0.002928343
bird,291,0.002909555
fight,286,0.002860405
love,281,0.002814619
hors,281,0.002805099
river,269,0.002687623
foot,266,0.002659517
fire,258,0.002578515
fish,250,0.002504164
desert,250,0.002500155
scare,246,0.002456457
indian,239,0.002388623
hope,237,0.002371296
reason,236,0.002362124
differ,235,0.002351099
bout,233,0.002331607
north,232,0.002322358
book,228,0.002278276
pas,227,0.002274436
sheriff,224,0.002249774
light,224,0.002245891
save,223,0.002229269
lie,223,0.002226916
map,220,0.002198066
power,220,0.002196034
learn,218,0.002175828
lord,217,0.002166064
king,215,0.002147004
cross,214,0.002137843
farm,211,0.002114826
church,207,0.002079543
death,207,0.002076345
morn,206,0.002063225
none,205,0.002048513
tree,204,0.002040268
fool,203,0.002034528
cold,202,0.002023659
close,199,0.001985925
mountain,196,0.001964878
sail,196,0.001960876
dark,195,0.001951912
clear,194,0.001942808
knight,193,0.001932566
catch,192,0.001919105
round,191,0.001908402
hang,190,0.001904684
camp,187,0.001871721
reckon,187,0.001866941
afraid,183,0.001828892
fix,180,0.001800469
arm,180,0.001796992
sea,178,0.001777793
rock,174,0.001742027
radio,172,0.001720166
black,172,0.001718506
heart,172,0.001718009
burn,171,0.00171491
grail,171,0.001712391
fair,170,0.001699123
neither,164,0.001637118
quit,164,0.001636513
wind,162,0.001618673
hate,160,0.001604228
gun,160,0.001601109
feed,160,0.001597732
honey,159,0.00158912
own,157,0.001573189
school,157,0.001569345
brought,156,0.001564307
mad,156,0.001562218
full,156,0.001560051
smell,155,0.001551045
blow,155,0.001549218
